name,ngram,score_1,score_2,score_3
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET ABREVIATION AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS MANAGEMENT HOLDING ABREVIATION BNPP,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS MANAGEMENT HOLDING ABREVIATION AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS MANAGEMENT HOLDING ABREVIATION HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS MANAGEMENT HOLDING BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS MANAGEMENT HOLDING BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS MANAGEMENT HOLDING AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS MANAGEMENT ABREVIATION BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS MANAGEMENT ABREVIATION BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS MANAGEMENT ABREVIATION AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS MANAGEMENT BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS HOLDING ABREVIATION BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS HOLDING ABREVIATION BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS HOLDING ABREVIATION AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS HOLDING BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ABREVIATION BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET MANAGEMENT HOLDING ABREVIATION BNPP,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET MANAGEMENT HOLDING ABREVIATION AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET MANAGEMENT HOLDING ABREVIATION HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET MANAGEMENT HOLDING BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET MANAGEMENT HOLDING BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET MANAGEMENT HOLDING AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET MANAGEMENT ABREVIATION BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET MANAGEMENT ABREVIATION BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET MANAGEMENT ABREVIATION AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET MANAGEMENT BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET HOLDING ABREVIATION BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET HOLDING ABREVIATION BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET HOLDING ABREVIATION AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET HOLDING BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET ABREVIATION BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,MANAGEMENT HOLDING ABREVIATION BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,MANAGEMENT HOLDING ABREVIATION BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,MANAGEMENT HOLDING ABREVIATION AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,MANAGEMENT HOLDING BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,MANAGEMENT ABREVIATION BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,HOLDING ABREVIATION BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET MANAGEMENT HOLDING ABREVIATION,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET MANAGEMENT HOLDING BNPP,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET MANAGEMENT HOLDING AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET MANAGEMENT HOLDING HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET MANAGEMENT ABREVIATION BNPP,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET MANAGEMENT ABREVIATION AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET MANAGEMENT ABREVIATION HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET MANAGEMENT BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET MANAGEMENT BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET MANAGEMENT AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET HOLDING ABREVIATION BNPP,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET HOLDING ABREVIATION AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET HOLDING ABREVIATION HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET HOLDING BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET HOLDING BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET HOLDING AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET ABREVIATION BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET ABREVIATION BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET ABREVIATION AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS MANAGEMENT HOLDING ABREVIATION BNPP,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS MANAGEMENT HOLDING ABREVIATION AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS MANAGEMENT HOLDING ABREVIATION HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS MANAGEMENT HOLDING BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS MANAGEMENT HOLDING BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS MANAGEMENT HOLDING AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS MANAGEMENT ABREVIATION BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS MANAGEMENT ABREVIATION BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS MANAGEMENT ABREVIATION AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS MANAGEMENT BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS HOLDING ABREVIATION BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS HOLDING ABREVIATION BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS HOLDING ABREVIATION AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS HOLDING BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ABREVIATION BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET MANAGEMENT HOLDING ABREVIATION BNPP,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET MANAGEMENT HOLDING ABREVIATION AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET MANAGEMENT HOLDING ABREVIATION HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET MANAGEMENT HOLDING BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET MANAGEMENT HOLDING BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET MANAGEMENT HOLDING AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET MANAGEMENT ABREVIATION BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET MANAGEMENT ABREVIATION BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET MANAGEMENT ABREVIATION AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET MANAGEMENT BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET HOLDING ABREVIATION BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET HOLDING ABREVIATION BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET HOLDING ABREVIATION AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET HOLDING BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET ABREVIATION BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP MANAGEMENT HOLDING ABREVIATION BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP MANAGEMENT HOLDING ABREVIATION BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP MANAGEMENT HOLDING ABREVIATION AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP MANAGEMENT HOLDING BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP MANAGEMENT ABREVIATION BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP HOLDING ABREVIATION BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET MANAGEMENT HOLDING ABREVIATION BNPP,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET MANAGEMENT HOLDING ABREVIATION AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET MANAGEMENT HOLDING ABREVIATION HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET MANAGEMENT HOLDING BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET MANAGEMENT HOLDING BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET MANAGEMENT HOLDING AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET MANAGEMENT ABREVIATION BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET MANAGEMENT ABREVIATION BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET MANAGEMENT ABREVIATION AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET MANAGEMENT BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET HOLDING ABREVIATION BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET HOLDING ABREVIATION BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET HOLDING ABREVIATION AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET HOLDING BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET ABREVIATION BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS MANAGEMENT HOLDING ABREVIATION BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS MANAGEMENT HOLDING ABREVIATION BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS MANAGEMENT HOLDING ABREVIATION AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS MANAGEMENT HOLDING BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS MANAGEMENT ABREVIATION BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS HOLDING ABREVIATION BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET MANAGEMENT HOLDING ABREVIATION BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET MANAGEMENT HOLDING ABREVIATION BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET MANAGEMENT HOLDING ABREVIATION AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET MANAGEMENT HOLDING BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET MANAGEMENT ABREVIATION BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET HOLDING ABREVIATION BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,MANAGEMENT HOLDING ABREVIATION BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET MANAGEMENT HOLDING ABREVIATION BNPP,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET MANAGEMENT HOLDING ABREVIATION AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET MANAGEMENT HOLDING ABREVIATION HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET MANAGEMENT HOLDING BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET MANAGEMENT HOLDING BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET MANAGEMENT HOLDING AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET MANAGEMENT ABREVIATION BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET MANAGEMENT ABREVIATION BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET MANAGEMENT ABREVIATION AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET MANAGEMENT BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET HOLDING ABREVIATION BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET HOLDING ABREVIATION BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET HOLDING ABREVIATION AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET HOLDING BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET ABREVIATION BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS MANAGEMENT HOLDING ABREVIATION BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS MANAGEMENT HOLDING ABREVIATION BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS MANAGEMENT HOLDING ABREVIATION AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS MANAGEMENT HOLDING BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS MANAGEMENT ABREVIATION BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS HOLDING ABREVIATION BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET MANAGEMENT HOLDING ABREVIATION BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET MANAGEMENT HOLDING ABREVIATION BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET MANAGEMENT HOLDING ABREVIATION AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET MANAGEMENT HOLDING BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET MANAGEMENT ABREVIATION BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP ASSET HOLDING ABREVIATION BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP MANAGEMENT HOLDING ABREVIATION BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET MANAGEMENT HOLDING ABREVIATION BNPP AM,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET MANAGEMENT HOLDING ABREVIATION BNPP HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET MANAGEMENT HOLDING ABREVIATION AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET MANAGEMENT HOLDING BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET MANAGEMENT ABREVIATION BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS ASSET HOLDING ABREVIATION BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,PARIBAS MANAGEMENT HOLDING ABREVIATION BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,ASSET MANAGEMENT HOLDING ABREVIATION BNPP AM HOLDING,-1,0,0
BNP PARIBAS ASSET MANAGEMENT HOLDING PAR ABREVIATION \BNPP AM HOLDING\,BNP PARIBAS ASSET MANAGEMENT HOLDING ABREVIATION BNPP AM,-1,0,0
